Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Ridley, X.",CHI,6,0,0,0,0,0,0,0,0,0,0,0,12,16
"Stokeley, G.",CHI,6,0,2,0,0,0,0,0,0,0,0,0,12,16
"Nikko, G.",CHI,5,0,0,1,0,0,0,0,0,0,0,0,12,16
"Poopsie, D.",CHI,5,1,2,0,0,0,0,0,0,0,0,0,12,16
"Rambo, J.",CHI,5,0,1,0,0,0,0,0,0,0,0,0,12,16
"Faux, B.",CHI,4,0,2,0,0,0,0,0,0,0,0,0,12,16
"Hondo, A.",CHI,4,0,0,2,0,0,0,0,0,0,0,0,12,16
"Lewis, L.",CHI,4,0,0,0,0,0,0,0,0,0,0,0,12,16
"Mbanefo, K.",CHI,4,1,1,0,0,0,0,0,0,0,0,0,12,16
"Foster, W.",CHI,2,0,1,0,0,0,0,0,0,0,0,0,12,16
"Brown, M.",OCO,15,0,0,0,0,0,0,0,0,0,0,0,12,16
"Ramsey Jr., G.",OCO,14,0,0,0,0,0,0,0,0,0,0,0,12,16
"Grievous, L.",OCO,9,0,2,0,0,0,0,0,0,0,0,0,12,16
"Schneider, D.",OCO,5,0,0,2,1,0,0,0,0,0,0,0,12,16
"Ginsberg, D.",OCO,4,0,1,0,0,0,0,0,0,0,0,0,12,16
"Skarsgard, T.",OCO,4,0,1,0,0,0,0,0,0,0,0,0,12,16
"Hobbs, S.",OCO,3,0,0,0,0,0,0,0,0,0,0,0,12,16
"Rice, J.",OCO,3,0,0,0,0,0,0,0,0,0,0,0,12,16
"Gott, J.",OCO,2,2,0,0,0,0,0,0,0,0,0,0,12,16
"Lattimer, A.",OCO,2,0,0,0,0,0,0,0,0,0,0,0,12,16
"Salami, T.",OCO,1,0,0,0,0,0,0,0,0,0,0,0,12,16
