Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Christmas, C.",BAL,5,108,21.6,34,0,7,2
"Vincent, M.",BAL,5,51,10.2,14,1,7,2
"Sanderson, J.",BAL,4,21,5.2,8,0,7,2
"Gibson, C.",BAL,3,43,14.3,18,1,7,2
"Robinson, M.",BAL,3,19,6.3,9,0,7,2
"Shaloiko, J.",BAL,2,30,15,25,1,7,2
"Farlane, D.",BAL,2,13,6.5,8,0,7,2
"Baker, J.",BAL,1,13,13,13,0,7,2
"Garden, J.",YKW,6,81,13.5,29,0,7,2
"West, D.",YKW,6,62,10.3,20,0,7,2
"Maddox, R.",YKW,6,51,8.5,21,1,7,2
"Smallwood, D.",YKW,5,52,10.4,21,0,7,2
"Kennedy, E.",YKW,3,9,3,5,0,7,2
