Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Barnes, B.",AZ,8,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Mughes, H.",AZ,8,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Knight, L.",AZ,6,0,0,0/0,4,0,0,0,"[0, 0, 0]"
"McKinnie, L.",AZ,6,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Vans, R.",AZ,6,0,1,1/0,1,0,0,0,"[0, 0, 0]"
"Lee, L.",AZ,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Montgomery, B.",AZ,4,0,0,0/0,5,1,0,0,"[0, 0, 0]"
"Masters, S.",AZ,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Morris, R.",AZ,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Maulolo, C.",AZ,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bakshi, S.",AUS,8,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Gaines, N.",AUS,7,0,1,0/0,2,0,0,0,"[0, 0, 0]"
"Adams, X.",AUS,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Jensen, C.",AUS,6,0,0,0/0,5,1,0,0,"[0, 0, 0]"
"Lavelle Jr., D.",AUS,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Okura, T.",AUS,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Edmond, H.",AUS,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Kuusela, G.",AUS,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Wizardry, D.",AUS,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"A'Little, L.",AUS,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
