Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Lattimer, A.",OCO,7,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Deck, I.",OCO,5,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Boucher, B.",OCO,4,3,0,0/0,0,0,0,0,"[0, 0, 0]"
"Grievous, L.",OCO,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Jones, D.",OCO,4,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Abernathy, K.",OCO,3,0,0,0/0,5,2,0,1,"[0, 0, 0]"
"Beerus, L.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Edd, B.",OCO,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Vegeta, P.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Biggums, T.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Skarsgard, T.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Koniecpolski, S.",AZ,12,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Hughes, Q.",AZ,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Kehla, Z.",AZ,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Masters, S.",AZ,5,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Wilf, G.",AZ,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Jadakiss, D.",AZ,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Quin, A.",AZ,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Scarlett, D.",AZ,3,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Miller, P.",AZ,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Miller II, C.",AZ,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ryeu, S.",AZ,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
