Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Shady, S.",AZ,1,5,2,0,10,15
"Landers, B.",AZ,1,5,0,0,10,15
"Morris, R.",AZ,1,5,0,0,10,15
"Mughes, H.",AZ,1,15,0,0,10,15
"Robertson, A.",AZ,1,5,0,0,10,15
"Woodham, A.",AZ,1,15,0,0,10,15
"Aste, W.",AZ,0,0,4,0,10,15
"Moore, S.",AZ,0,0,3,0,10,15
"Irving, J.",AZ,0,0,2,0,10,15
"Unk, J.",AZ,0,0,2,0,10,15
"Arbage, G.",AZ,0,0,1,0,10,15
"Rash, T.",AZ,0,0,1,0,10,15
"Adams, R.",AZ,0,0,0,1,10,15
"Jeremy, R.",BAL,2,25,5,0,10,15
"Brown, M.",BAL,1,5,1,0,10,15
"Asipi III, A.",BAL,1,5,0,0,10,15
"Henry, J.",BAL,1,5,0,0,10,15
"Squanch, V.",BAL,1,5,0,0,10,15
"Star, L.",BAL,0,0,6,0,10,15
"L'Alto, V.",BAL,0,0,3,0,10,15
"Diggler, D.",BAL,0,0,2,0,10,15
"Grey, S.",BAL,0,0,2,0,10,15
"Harp, D.",BAL,0,0,1,0,10,15
"Steele, R.",BAL,0,0,1,0,10,15
