Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Stokeley, G.",AZ,13,0,0,0,0,0,0,0,0,0,0,0,10,15
"Lee, L.",AZ,9,0,1,4,0,0,0,0,0,0,0,0,10,15
"Vans, R.",AZ,9,0,1,0,0,0,0,0,0,0,0,0,10,15
"Mughes, H.",AZ,6,0,0,0,0,0,0,0,0,0,0,0,10,15
"McKinnie, L.",AZ,5,0,0,0,0,0,0,0,0,0,0,0,10,15
"Mack, M.",AZ,4,0,0,0,0,0,0,0,0,0,0,0,10,15
"Knight, L.",AZ,3,0,0,1,1,0,1,0,0,0,0,0,10,15
"Morris, R.",AZ,3,0,0,0,0,0,0,0,0,0,0,0,10,15
"Hobbs, S.",AZ,2,0,0,0,0,0,0,0,0,0,0,0,10,15
"Woodham, A.",AZ,2,0,0,0,0,0,0,0,0,0,0,0,10,15
"Robertson, A.",AZ,1,0,0,0,0,0,0,0,0,0,0,0,10,15
"Green, W.",BAL,8,0,0,0,0,0,0,0,0,0,0,0,10,15
"Trout, C.",BAL,7,0,0,0,0,0,0,0,0,0,0,0,10,15
"Horne, B.",BAL,6,0,1,1,0,0,0,0,0,0,0,0,10,15
"Roenick, A.",BAL,6,0,0,1,0,0,0,0,0,0,0,0,10,15
"Hornbacher, A.",BAL,5,0,0,2,0,0,0,0,0,0,0,0,10,15
"Asipi III, A.",BAL,3,0,0,1,1,0,0,0,0,0,0,0,10,15
"Hondo, A.",BAL,3,0,0,1,0,0,0,0,0,0,0,0,10,15
"Mbanefo, K.",BAL,2,0,0,0,0,0,0,0,0,0,0,0,10,15
"Henry, J.",BAL,1,0,1,0,0,0,0,0,0,0,0,0,10,15
"Hobbs, J.",BAL,1,0,0,0,0,0,0,0,0,0,0,0,10,15
"Oats, S.",BAL,1,0,1,0,0,0,0,0,0,0,0,0,10,15
"Terim, F.",BAL,1,0,0,0,0,0,0,0,0,0,0,0,10,15
