Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Hendrix, K.",BAL,1,5,0,0,10,3
"Blocksdale, A.",BAL,0,0,5,0,10,3
"Andres, J.",BAL,0,0,4,0,10,3
"Lee, B.",BAL,0,0,2,1,10,3
"Koch, D.",BAL,0,0,1,0,10,3
"Robinson, M.",BAL,0,0,1,0,10,3
"Sanderson, J.",BAL,0,0,1,0,10,3
"Newman, M.",COL,2,14,0,0,10,3
"Tweed, B.",COL,1,5,1,0,10,3
"Austin, S.",COL,1,15,0,0,10,3
"Hampshireton, R.",COL,1,0,0,0,10,3
"Krimlaw, A.",COL,1,2,0,0,10,3
"Novel, L.",COL,1,5,0,0,10,3
"Saint, J.",COL,1,10,0,0,10,3
"Wozy, F.",COL,1,15,0,0,10,3
"Rodriguez, R.",COL,0,0,3,1,10,3
"Smith, T.",COL,0,0,3,0,10,3
"Finkenlarkin, S.",COL,0,0,2,1,10,3
"Sandoval, A.",COL,0,0,1,0,10,3
"Longshaw, B.",COL,0,0,0,2,10,3
