Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"MacAndrew, H.",CHI,10,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Firestorm-Fjord, O.",CHI,7,0,0,1/0,2,0,0,0,0/0/0,0,0,0,0,2,25
"Hockhertz, M.",CHI,7,0,1,0/1,1,0,0,0,0/0/0,1,0,0,0,2,25
"Domine, J.",CHI,6,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Oles JR, T.",CHI,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"d'Alcott, R.",CHI,5,0,1,1/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Shields, T.",CHI,4,1,0,1/2,1,1,0,0,0/0/0,2,0,0,0,2,25
"Eller, A.",CHI,2,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Brooks, D.",CHI,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"de Pengu, A.",COL,11,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Drake, J.",COL,11,1,0,0/0,2,0,0,0,0/0/0,0,0,0,0,2,25
"Purchase, L.",COL,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Blackstone, I.",COL,4,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Murder-Moose, M.",COL,4,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,2,25
"Scott, R.",COL,4,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,2,25
"Sly, G.",COL,4,1,0,0/0,1,1,0,0,0/0/0,0,0,0,0,2,25
"Parker, P.",COL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Stephens, W.",COL,3,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Ruschmann, A.",COL,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
