Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Lee, J.",ARI,12,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Luechly, L.",ARI,11,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rashad, I.",ARI,8,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Davis, A.",ARI,5,0,0,0/0,0,0,0,0,"[1, 0, 0]"
"Flock, R.",ARI,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Tuck, J.",ARI,4,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Dam, D.",ARI,3,1,1,0/0,0,0,1,0,"[0, 0, 0]"
"Ernston, H.",ARI,3,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Asipi, A.",ARI,2,0,2,0/0,0,0,1,0,"[0, 0, 0]"
"Williams, J.",ARI,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"King, G.",ARI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Broadway, E.",BAL,9,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Harrison, S.",BAL,9,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Turner, D.",BAL,7,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Taylor, O.",BAL,6,3,0,0/0,0,0,0,0,"[0, 0, 0]"
"Wright, J.",BAL,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Delacour, A.",BAL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Reyes, R.",BAL,4,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Boom, J.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Masvidal, J.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hendrix, K.",BAL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Metas, B.",BAL,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Smith, M.",BAL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
