Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Lewith, T.",SJS,12,0,0,0,0,0,0,0,0,0,0,0,14,7
"Bayley, B.",SJS,11,0,0,1,0,0,0,0,0,0,0,0,14,7
"Washington, L.",SJS,9,0,1,0,0,0,0,1,0,0,0,0,14,7
"Brill, J.",SJS,7,0,1,0,0,0,0,0,0,0,0,0,14,7
"Canton, J.",SJS,5,0,0,3,1,0,0,0,0,0,0,0,14,7
"Okonkwo, C.",SJS,5,1,0,0,0,0,0,0,0,0,0,0,14,7
"Hansen, A.",SJS,3,0,2,2,0,0,0,0,1,0,0,0,14,7
"Chambers III, C.",SJS,2,0,0,0,0,0,0,0,0,0,0,0,14,7
"Joshua, C.",SJS,1,1,0,0,0,0,0,0,0,0,0,0,14,7
"Kane III, T.",SJS,1,0,0,1,0,0,0,0,0,0,0,0,14,7
"Sandoval, R.",SJS,1,0,1,0,0,0,0,0,0,0,0,0,14,7
"Enchant, E.",OCO,8,1,0,0,0,0,0,0,1,0,0,0,14,7
"Bavitz, I.",OCO,6,0,1,1,0,0,0,0,0,0,0,0,14,7
"Spector, M.",OCO,5,0,0,3,0,0,0,0,0,0,0,0,14,7
"Winchester, A.",OCO,5,0,1,2,0,0,0,0,0,0,0,0,14,7
"Clegane, G.",OCO,4,0,1,0,0,0,0,0,0,0,0,0,14,7
"Sierra, R.",OCO,4,0,1,0,0,0,0,0,0,0,0,0,14,7
"Wright Jr, G.",OCO,4,1,1,0,0,0,0,1,0,0,0,0,14,7
"Atwell, T.",OCO,3,0,0,1,0,0,0,0,0,0,0,0,14,7
"Fyodorovich, V.",OCO,2,0,0,0,0,0,0,0,0,0,0,0,14,7
"King, J.",OCO,1,0,0,1,0,0,0,0,0,0,0,0,14,7
"Wozy, F.",OCO,1,0,0,0,0,0,0,0,0,0,0,0,14,7
