Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Vassallo, S.",BAL,1,5,0,0,2,19
"Diggler, D.",BAL,0,0,7,0,2,19
"Grey, S.",BAL,0,0,4,0,2,19
"Jeremy, R.",BAL,0,0,4,0,2,19
"Star, L.",BAL,0,0,4,0,2,19
"Bigby, L.",BAL,0,0,1,1,2,19
"Pancakes, P.",BAL,0,0,1,0,2,19
"Sauce, E.",BAL,0,0,1,0,2,19
"Steele, R.",BAL,0,0,1,0,2,19
"Aste, W.",AZ,1,5,1,2,2,19
"Donut, S.",AZ,1,5,0,0,2,19
"Masters, S.",AZ,1,15,0,0,2,19
"Arbage, G.",AZ,0,0,5,0,2,19
"Rash, T.",AZ,0,0,4,0,2,19
"Block, T.",AZ,0,0,3,0,2,19
"Unk, J.",AZ,0,0,3,0,2,19
"Kwemen, K.",AZ,0,0,2,0,2,19
"Irving, J.",AZ,0,0,1,0,2,19
