Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Fassingit, H.",AUS,1,15,0,0,8,21
"McTackle, R.",AUS,1,5,0,0,8,21
"Beaver-Dantes, E.",AUS,0,0,5,0,8,21
"A'Ton, L.",AUS,0,0,4,1,8,21
"A'Barelyanything, L.",AUS,0,0,4,0,8,21
"A'Moderateamount, L.",AUS,0,0,3,0,8,21
"A'Little, L.",AUS,0,0,2,1,8,21
"Larson, P.",AUS,0,0,2,0,8,21
"Mendonca, M.",AUS,0,0,1,0,8,21
"Brew, S.",NO,2,10,4,0,8,21
"Room, W.",NO,1,15,1,0,8,21
"Jones, B.",NO,1,10,0,0,8,21
"Ulysses, B.",NO,0,0,9,0,8,21
"Ofyourlove, S.",NO,0,0,4,0,8,21
"Rubbe, G.",NO,0,0,4,0,8,21
"Gump, F.",NO,0,0,3,0,8,21
"McCormick, A.",NO,0,0,1,0,8,21
