Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Horne, B.",BAL,11,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Acho, M.",BAL,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Green, W.",BAL,6,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Oats, S.",BAL,5,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Terim, F.",BAL,5,0,0,1/0,0,0,0,0,"[0, 0, 0]"
"Asipi III, A.",BAL,4,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Hornbacher, A.",BAL,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Harris, B.",BAL,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Hobbs, J.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Roenick, A.",BAL,2,1,0,0/0,1,0,0,0,"[0, 0, 0]"
"StrongSafety8, Z.",BAL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"FatTackle5, Z.",BAL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Troyski, X.",BAL,1,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Lewis, L.",CHI,8,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rambo, J.",CHI,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Faux, B.",CHI,6,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Hondo, A.",CHI,5,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Dugnutt, B.",CHI,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Foster, W.",CHI,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Nikko, G.",CHI,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ridley, X.",CHI,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Saul, C.",CHI,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Batoff, R.",CHI,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
