Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Laughter, S.",CHI,1,10,4,0,10,17
"Leaver, C.",CHI,1,5,2,0,10,17
"Foster, W.",CHI,1,5,0,0,10,17
"Utchers, B.",CHI,0,0,8,0,10,17
"Lood, B.",CHI,0,0,3,1,10,17
"Eat, M.",CHI,0,0,2,0,10,17
"Wright, D.",SJS,1,5,2,0,10,17
"Justice, T.",SJS,1,10,0,0,10,17
"Sackerman, F.",SJS,1,15,0,0,10,17
"Tuck, J.",SJS,1,4,0,0,10,17
"Johnson, R.",SJS,0,0,6,0,10,17
"Dodggy, B.",SJS,0,0,5,0,10,17
"Pest, T.",SJS,0,0,4,1,10,17
"Lee, B.",SJS,0,0,2,1,10,17
"Olsen, C.",SJS,0,0,2,1,10,17
"Pancake, P.",SJS,0,0,1,3,10,17
