Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Brown, M.",YKW,1,5,0,0,5,17
"Leaf Jr., R.",YKW,1,5,0,0,5,17
"Pooky, S.",YKW,0,0,5,1,5,17
"Rchonsucks, A.",YKW,0,0,5,1,5,17
"Amper, T.",YKW,0,0,4,0,5,17
"Mushing, M.",YKW,0,0,4,0,5,17
"Ones, B.",YKW,0,0,4,0,5,17
"Canton, J.",YKW,0,0,1,0,5,17
"Diggler, D.",BAL,1,5,4,0,5,17
"Pancakes, P.",BAL,1,10,1,0,5,17
"Harris, B.",BAL,1,5,0,0,5,17
"Hobbs, J.",BAL,1,5,0,0,5,17
"Oats, S.",BAL,1,5,0,0,5,17
"Roenick, A.",BAL,1,5,0,0,5,17
"Terim, F.",BAL,1,5,0,0,5,17
"Steele, R.",BAL,0,0,4,0,5,17
"Star, L.",BAL,0,0,3,1,5,17
"Jeremy, R.",BAL,0,0,3,0,5,17
"L'Alto, V.",BAL,0,0,2,0,5,17
"Grey, S.",BAL,0,0,1,0,5,17
"Jimbo, D.",BAL,0,0,0,2,5,17
