Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Grithead, D.",YKW,10,0,1,1,1,0,1,0,0,0,0,0,5,17
"Snuggles, J.",YKW,6,0,0,2,0,0,0,0,0,0,0,0,5,17
"Alexander, N.",YKW,5,5,0,0,0,0,0,0,0,0,0,0,5,17
"Storm, J.",YKW,4,0,0,2,0,0,0,0,0,0,0,0,5,17
"Uchiha, L.",YKW,4,0,1,0,0,0,0,0,0,0,0,0,5,17
"Brown, M.",YKW,3,0,0,0,0,0,0,0,0,0,0,0,5,17
"Kroustis, G.",YKW,3,0,0,0,0,0,0,0,0,0,0,0,5,17
"Selich, A.",YKW,3,0,1,1,0,0,0,0,0,0,0,0,5,17
"Skinner, Z.",YKW,3,0,0,0,0,0,0,1,0,0,0,0,5,17
"Leaf Jr., R.",YKW,2,0,0,0,0,0,0,0,0,0,0,0,5,17
"Maulolo, C.",YKW,2,0,0,0,0,0,0,0,0,0,0,0,5,17
"Acho, M.",BAL,8,1,0,0,0,0,0,0,0,0,0,0,5,17
"Asipi III, A.",BAL,8,0,0,4,1,0,0,0,0,0,0,0,5,17
"Troyski, X.",BAL,7,0,0,3,0,0,0,0,0,0,0,0,5,17
"Green, W.",BAL,6,0,0,0,0,0,0,0,0,0,0,0,5,17
"Hornbacher, A.",BAL,5,0,0,2,0,0,0,0,0,0,0,0,5,17
"Horne, B.",BAL,4,0,0,0,0,0,0,0,0,0,0,0,5,17
"Roenick, A.",BAL,3,0,1,3,0,0,0,0,0,0,0,0,5,17
"Terim, F.",BAL,3,0,0,0,0,0,0,0,0,0,0,0,5,17
"Hobbs, J.",BAL,1,0,1,0,0,0,0,0,0,0,0,0,5,17
"Jeremy, R.",BAL,0,0,0,0,0,0,0,0,1,0,0,0,5,17
