Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Luechly, L.",ARI,8,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Davis, A.",ARI,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Flock, R.",ARI,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lee, J.",ARI,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Ernston, H.",ARI,3,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Harris Jr., F.",ARI,3,0,0,0/0,3,2,0,0,"[0, 0, 0]"
"Tuck, J.",ARI,3,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Bot, B.",ARI,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"King, G.",ARI,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Carter, P.",ARI,1,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Dam, D.",ARI,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"O'Sullivan, J.",OCO,13,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bavitz, I.",OCO,9,0,1,0/0,2,1,0,0,"[0, 0, 0]"
"Kronen, R.",OCO,8,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Verns, D.",OCO,7,0,2,0/0,1,0,0,0,"[0, 0, 0]"
"Boom, J.",OCO,6,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"King, J.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Spector, M.",OCO,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Tomlinson, A.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Wright Jr, G.",OCO,3,3,0,0/0,0,0,0,0,"[0, 0, 0]"
"Petrakis, A.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
