Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Westfield, B.",OCO,6,123,20.5,36,2,13,5
"Phelps, R.",OCO,6,112,18.7,40,0,13,5
"O'Sullivan, S.",OCO,5,26,5.2,7,0,13,5
"Yates, J.",OCO,4,101,25.2,36,1,13,5
"Petrakis, A.",OCO,3,33,11,25,0,13,5
"Burnsman, E.",OCO,3,28,9.3,12,0,13,5
"Durden, J.",OCO,1,3,3,3,0,13,5
"Browning, B.",AZ,6,97,16.2,33,0,13,5
"Chess, C.",AZ,5,46,9.2,26,0,13,5
"Law, C.",AZ,4,64,16,42,0,13,5
"West, D.",AZ,2,26,13,15,1,13,5
"Mackworthy, R.",AZ,1,24,24,24,1,13,5
"Floggity, J.",AZ,1,9,9,9,0,13,5
"Hayden, A.",AZ,1,7,7,7,0,13,5
"Morris, D.",AZ,1,6,6,6,0,13,5
