Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Mendoza, C.",AUS,1,5,0,0,6,23
"Porter, G.",AUS,1,5,0,0,6,23
"Tidwell, R.",AUS,1,10,0,0,6,23
"Saurus, B.",AUS,0,0,4,1,6,23
"Beaver-Dantes, E.",AUS,0,0,3,0,6,23
"Fassingit, H.",AUS,0,0,3,0,6,23
"Larson, P.",AUS,0,0,2,0,6,23
"Mendonca, M.",AUS,0,0,2,0,6,23
"Saurus, A.",AUS,0,0,2,0,6,23
"Saurus, S.",AUS,0,0,2,0,6,23
"McCringleberry, H.",CHI,1,5,0,0,6,23
"Vassallo, S.",CHI,1,5,0,0,6,23
"Bayley Jr., B.",CHI,0,0,8,0,6,23
"Tucker Jr., P.",CHI,0,0,3,0,6,23
"LaFleur, F.",CHI,0,0,2,1,6,23
"Ahstreet, C.",CHI,0,0,2,0,6,23
"Lesnar, B.",CHI,0,0,2,0,6,23
