Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"James, M.",YKW,1,9,5,1,2,2
"Maddox, R.",YKW,1,4,4,0,2,2
"Smith, T.",YKW,1,10,2,0,2,2
"Bjornsson, B.",YKW,1,5,0,0,2,2
"Kennedy, E.",YKW,1,5,0,0,2,2
"Novel, L.",YKW,1,5,0,0,2,2
"Orosz, C.",YKW,1,5,0,0,2,2
"Smallwood, D.",YKW,1,10,0,0,2,2
"Akselsen, M.",YKW,0,0,8,0,2,2
"Floggity, J.",YKW,0,0,4,1,2,2
"Bigboy17, Z.",YKW,0,0,1,1,2,2
"Kamby, J.",YKW,0,0,1,0,2,2
"Brill, J.",SJS,1,12,0,0,2,2
"Diaz, D.",SJS,1,5,0,0,2,2
"Miller, D.",SJS,1,5,0,0,2,2
"Parker, N.",SJS,1,5,0,0,2,2
"Selich, A.",SJS,1,5,0,0,2,2
"Stephen, W.",SJS,1,13,0,0,2,2
"Longshaw, B.",SJS,0,0,4,0,2,2
"Sharpei, V.",SJS,0,0,3,0,2,2
"Walters, S.",SJS,0,0,3,0,2,2
"Sharp, B.",SJS,0,0,2,1,2,2
"Bottles, B.",SJS,0,0,2,0,2,2
"Durden, J.",SJS,0,0,2,0,2,2
"Yates, J.",SJS,0,0,2,0,2,2
"Goose, J.",SJS,0,0,1,0,2,2
