Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Ernston, H.",ARI,9,1,3,0/0,0,0,0,0,"[0, 0, 0]"
"Flock, R.",ARI,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Harris Jr., F.",ARI,6,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Luechly, L.",ARI,6,1,2,0/0,1,0,0,0,"[0, 0, 0]"
"Asipi, A.",ARI,5,0,3,0/0,0,0,0,0,"[0, 0, 0]"
"Goodson, N.",ARI,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Zhang, S.",ARI,4,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Davis, A.",ARI,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Tuck, J.",ARI,2,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Blade, B.",ARI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Chess, C.",ARI,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Winchester, A.",OCO,9,0,2,1/0,0,0,0,0,"[0, 0, 0]"
"Bavitz, I.",OCO,8,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Spector, M.",OCO,6,0,0,0/0,3,1,0,0,"[0, 0, 0]"
"Petrakis, A.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Verns, D.",OCO,5,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"O'Sullivan, J.",OCO,4,0,2,0/0,1,0,0,0,"[0, 0, 0]"
"Kronen, R.",OCO,3,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Wright Jr, G.",OCO,3,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Boom, J.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Clegane, G.",OCO,2,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Tomlinson, A.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
