Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Pooky, S.",YKW,1,5,5,0,8,18
"Canton, J.",YKW,1,5,0,0,8,18
"Rchonsucks, A.",YKW,0,0,4,0,8,18
"Amper, T.",YKW,0,0,3,1,8,18
"Mushing, M.",YKW,0,0,3,0,8,18
"Marshall, M.",YKW,0,0,1,0,8,18
"Biggums, T.",OCO,2,15,0,0,8,18
"Mbanefo, K.",OCO,1,5,0,0,8,18
"Pitcher, A.",OCO,1,5,0,0,8,18
"Showbiz, G.",OCO,1,5,0,0,8,18
"Skarsgard, T.",OCO,1,15,0,0,8,18
"Tony, P.",OCO,0,0,6,1,8,18
"Harrison, H.",OCO,0,0,4,0,8,18
"Johns, A.",OCO,0,0,4,0,8,18
"Wokkenfuss, G.",OCO,0,0,4,0,8,18
"Pak, Y.",OCO,0,0,3,0,8,18
"Blaze, J.",OCO,0,0,2,0,8,18
"Reed, A.",OCO,0,0,1,0,8,18
