Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Kroustis, G.",YKW,8,0,0,0/0,1,1,0,1,"[0, 0, 0]"
"Snuggles, J.",YKW,8,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Grithead, D.",YKW,7,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Selich, A.",YKW,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hornbacher, A.",YKW,6,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Lewis, L.",YKW,6,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Leonard, M.",YKW,5,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Virtanen, M.",YKW,5,2,1,1/0,0,0,0,0,"[0, 0, 0]"
"Alexander, N.",YKW,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Uchiha, L.",YKW,3,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Leaf Jr., R.",YKW,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Smyles, L.",YKW,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Acho, M.",BAL,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Asipi III, A.",BAL,7,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Jimbo, D.",BAL,6,0,0,0/0,4,0,0,0,"[0, 0, 0]"
"Baldari, F.",BAL,4,3,0,0/0,0,0,0,0,"[0, 0, 0]"
"Horne, B.",BAL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Troyski, X.",BAL,4,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Green, W.",BAL,3,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Hobbs, J.",BAL,2,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Terim, F.",BAL,2,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Poopsie, D.",BAL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bigby, L.",BAL,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
