Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Bass, L.",SJS,11,0,1,0/0,3,0,0,0,0/0/0,0,0,0,0,7,26
"Brackenridge, T.",SJS,9,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Lanier, B.",SJS,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Hilliard, R.",SJS,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,7,26
"Allen, O.",SJS,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Jaxon-Waxon, X.",SJS,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Crowder, R.",SJS,3,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Fisher, G.",SJS,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Triplet, R.",SJS,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Vaughne, R.",SJS,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Cloudera, Y.",SJS,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Stein, P.",SJS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Light, B.",NO,11,1,0,0/0,1,0,0,0,0/0/0,0,0,0,0,7,26
"Blaylock, M.",NO,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Hexagon, L.",NO,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Rikiya, M.",NO,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Zbornak, D.",NO,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Bode, Q.",NO,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Witten, A.",NO,4,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,7,26
"Ranger, A.",NO,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Rector, D.",NO,3,0,0,0/0,3,0,0,0,0/0/0,0,0,0,0,7,26
"Simwell, L.",NO,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Toblerone, M.",NO,3,1,1,0/0,0,0,1,0,0/0/0,0,0,0,0,7,26
