Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Roenick, A.",BAL,12,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Arnold, D.",BAL,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Trout, C.",BAL,8,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Schneider, D.",BAL,6,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Mbanefo, K.",BAL,6,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Oats, S.",BAL,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hobbs, J.",BAL,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Fletcher, G.",BAL,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Oakes, B.",BAL,4,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Wojcik, B.",BAL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Joshua, C.",BAL,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Cox III, J.",PHI,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Garnett, L.",PHI,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Robertson, A.",PHI,9,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Becker, K.",PHI,8,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Felix, L.",PHI,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hondo, A.",PHI,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Cobalt, R.",PHI,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Saul, C.",PHI,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kalilmoku, I.",PHI,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Smyles, L.",PHI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
