Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Mughes, H.",AZ,1,15,0,0,3,13
"Shady, S.",AZ,1,5,0,0,3,13
"Robotman, B.",AZ,0,0,6,0,3,13
"Robotman, A.",AZ,0,0,4,1,3,13
"Robotman, E.",AZ,0,0,4,0,3,13
"Robotman, D.",AZ,0,0,2,1,3,13
"Moore, S.",AZ,0,0,2,0,3,13
"Robotman, C.",AZ,0,0,2,0,3,13
"Guard, L.",COL,2,15,7,0,3,13
"Lejune, L.",COL,2,20,0,0,3,13
"Tackle, R.",COL,1,5,1,0,3,13
"Bishop, J.",COL,1,5,0,0,3,13
"Mills, B.",COL,1,5,0,0,3,13
"Tackle, L.",COL,0,0,10,0,3,13
"Guard, R.",COL,0,0,8,0,3,13
"Centre, S.",COL,0,0,3,0,3,13
"Chipmunk, A.",COL,0,0,3,0,3,13
"Grau, M.",COL,0,0,3,0,3,13
"L'Alto, V.",COL,0,0,1,0,3,13
