Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Olsen, C.",SJS,1,5,3,0,8,18
"Brackenridge, T.",SJS,1,6,0,0,8,18
"Rowland, A.",SJS,1,15,0,0,8,18
"Tuck, J.",SJS,1,15,0,0,8,18
"Pest, T.",SJS,0,0,6,1,8,18
"Johnson, R.",SJS,0,0,3,0,8,18
"Pancake, P.",SJS,0,0,3,0,8,18
"Bot, B.",SJS,0,0,1,0,8,18
"Dodggy, B.",SJS,0,0,1,0,8,18
"Lee, B.",SJS,0,0,1,0,8,18
"Toriki, M.",SJS,0,0,1,0,8,18
"Unk, J.",AZ,1,10,6,0,8,18
"Rash, T.",AZ,1,5,5,0,8,18
"Barnes, B.",AZ,1,15,0,0,8,18
"Masters, S.",AZ,1,5,0,0,8,18
"Morris, R.",AZ,1,5,0,0,8,18
"Vans, R.",AZ,1,15,0,0,8,18
"Irving, J.",AZ,0,0,4,0,8,18
"Arbage, G.",AZ,0,0,3,1,8,18
"Aste, W.",AZ,0,0,3,0,8,18
"Ebris, D.",AZ,0,0,2,1,8,18
"Goomba, M.",AZ,0,0,2,1,8,18
"Shady, S.",AZ,0,0,1,0,8,18
