Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Keita, T.",NO,12,0,0,0,0,0,0,0,0,0,0,0,12,13
"Marchand, J.",NO,8,0,0,0,0,0,0,0,0,0,0,0,12,13
"O'Sullivan, J.",NO,7,0,0,4,1,0,1,0,0,0,0,0,12,13
"Rax, L.",NO,6,1,1,0,0,0,0,0,0,0,0,0,12,13
"Beau-Boucher, B.",NO,5,0,0,0,0,0,0,0,0,0,0,0,12,13
"Schneider, D.",NO,5,0,0,2,0,0,0,0,0,0,0,0,12,13
"Townsend, F.",NO,4,0,0,0,0,0,0,0,0,0,0,0,12,13
"Harrison, W.",NO,3,0,0,0,0,0,0,0,0,0,0,0,12,13
"Kuusela, G.",NO,3,3,0,0,0,0,0,0,0,0,0,0,12,13
"Harris, B.",NO,2,0,0,0,0,0,0,0,0,0,0,0,12,13
"Ramsey Jr., G.",NO,2,0,1,0,0,0,0,0,0,0,0,0,12,13
"Deringer, K.",SJS,6,0,1,1,0,0,0,0,0,0,0,0,12,13
"Pennington, T.",SJS,6,0,1,0,0,0,0,0,0,0,0,0,12,13
"Poopsie, D.",SJS,6,0,0,2,0,0,0,0,0,0,0,0,12,13
"Pennington, C.",SJS,5,0,1,0,0,0,0,0,0,0,0,0,12,13
"Troyski, X.",SJS,5,0,0,3,2,0,0,0,0,0,0,0,12,13
"Riposte, F.",SJS,4,1,0,0,0,0,0,0,0,0,0,0,12,13
"Tuck, J.",SJS,3,0,0,1,0,0,0,0,0,0,0,0,12,13
"Horne, B.",SJS,2,0,0,0,0,0,0,0,0,0,0,0,12,13
"Tuck, J.",SJS,2,0,1,0,0,0,0,0,0,0,0,0,12,13
