Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Leonard, M.",YKW,8,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Lewis, L.",YKW,6,2,0,0/0,2,0,0,0,"[0, 0, 0]"
"Selich, A.",YKW,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Uchiha, L.",YKW,5,0,1,0/0,1,1,0,0,"[0, 0, 0]"
"Alexander, N.",YKW,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kearse, J.",YKW,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kroustis, G.",YKW,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Smyles, L.",YKW,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Snuggles, J.",YKW,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Grithead, D.",YKW,2,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Grievous, L.",OCO,8,0,1,1/0,4,0,0,0,"[0, 0, 0]"
"Biggums, T.",OCO,7,0,0,0/1,1,0,0,0,"[0, 0, 0]"
"Lazer-Eyes, G.",OCO,6,0,0,1/1,0,0,0,0,"[0, 0, 0]"
"Schneider, D.",OCO,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lattimer, A.",OCO,4,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Storm, J.",OCO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Abernathy, K.",OCO,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Ginsberg, D.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Skarsgard, T.",OCO,3,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Lovote, M.",OCO,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Mbanefo, K.",OCO,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
