Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"DeSoto, J.",PHI,12,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,16,25
"Cross, M.",PHI,11,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Suzuki, S.",PHI,8,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,16,25
"D'Attoria V, R.",PHI,7,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,16,25
"Eriksen, W.",PHI,5,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Zelos, J.",PHI,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,16,25
"Gronlie, T.",PHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Om, T.",PHI,2,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Wrecks, T.",PHI,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Sly, G.",COL,8,0,0,0/0,3,1,0,0,0/0/0,0,0,0,0,16,25
"de Pengu, A.",COL,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Drake, J.",COL,7,0,0,1/0,3,0,0,0,0/0/0,0,0,0,0,16,25
"Smoothie, E.",COL,5,0,2,0/1,0,0,0,0,0/0/0,1,0,0,0,16,25
"Stephens, W.",COL,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Scott, R.",COL,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Murder-Moose, M.",COL,3,0,0,0/0,3,0,0,0,0/0/0,0,0,0,0,16,25
"Parker, P.",COL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Blackstone, I.",COL,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Purchase, L.",COL,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,16,25
"Sanchez, I.",COL,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
