Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Panda, F.",PHI,6,99,16.5,34,0,16,25
"Blocksdale Jr., A.",PHI,5,53,10.6,19,0,16,25
"Vuxta, R.",PHI,4,60,15,28,1,16,25
"Dotson, F.",PHI,4,28,7,12,1,16,25
"Chambers, K.",PHI,2,14,7,10,0,16,25
"Rogers, C.",PHI,1,16,16,16,0,16,25
"Torenson, S.",PHI,1,7,7,7,0,16,25
"Arrabiata, D.",PHI,1,5,5,5,0,16,25
"Lim, W.",COL,9,111,12.3,33,1,16,25
"Williams, D.",COL,6,42,7,15,0,16,25
"Sauce, E.",COL,5,46,9.2,19,1,16,25
"Batista, D.",COL,3,33,11,12,0,16,25
"Gilbert, R.",COL,2,11,5.5,7,0,16,25
"Jenkins, L.",COL,2,6,3,5,0,16,25
