Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Panda, F.",PHI,6,110,18.3,37,1,6,25
"Vuxta, R.",PHI,6,95,15.8,36,0,6,25
"Blocksdale Jr., A.",PHI,4,34,8.5,20,1,6,25
"Torenson, S.",PHI,4,31,7.8,19,1,6,25
"Chambers, K.",PHI,3,27,9,15,0,6,25
"Arrabiata, D.",PHI,2,32,16,26,0,6,25
"Dotson, F.",PHI,1,9,9,9,0,6,25
"Sakura, K.",YKW,6,84,14,31,2,6,25
"Skyline, A.",YKW,4,88,22,36,0,6,25
"Kross, C.",YKW,4,54,13.5,18,1,6,25
"Walker, M.",YKW,2,18,9,13,0,6,25
"Rechs, Z.",YKW,2,13,6.5,7,0,6,25
"Hanyadi, M.",YKW,2,10,5,7,0,6,25
