Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Olsen, C.",SJS,1,5,2,0,5,17
"Justice, T.",SJS,1,4,0,0,5,17
"Sackerman, F.",SJS,1,12,0,0,5,17
"Tell, W.",SJS,1,6,0,0,5,17
"Pest, T.",SJS,0,0,8,1,5,17
"Dodggy, B.",SJS,0,0,4,0,5,17
"Lee, B.",SJS,0,0,4,0,5,17
"Johnson, R.",SJS,0,0,3,0,5,17
"Pancake, P.",SJS,0,0,2,0,5,17
"Wright, D.",SJS,0,0,1,0,5,17
"Orosz, C.",SJS,0,0,0,1,5,17
"Morris, R.",AZ,2,25,0,0,5,17
"Irving, J.",AZ,1,9,1,0,5,17
"Landers, B.",AZ,1,5,0,0,5,17
"Arbage, G.",AZ,0,0,6,0,5,17
"Ebris, D.",AZ,0,0,3,0,5,17
"Aste, W.",AZ,0,0,2,0,5,17
"Rash, T.",AZ,0,0,2,0,5,17
"Unk, J.",AZ,0,0,2,0,5,17
"Goomba, M.",AZ,0,0,1,1,5,17
"Murphy, J.",AZ,0,0,1,0,5,17
"Zephyrous, S.",AZ,0,0,1,0,5,17
"Shady, S.",AZ,0,0,0,3,5,17
