Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Keita, T.",NO,9,0,2,1,0,0,0,0,0,0,0,0,4,12
"O'Sullivan, J.",NO,7,0,0,1,0,0,0,1,0,0,0,0,4,12
"Rove, C.",NO,6,0,0,1,0,0,0,0,0,0,0,0,4,12
"Harrison, W.",NO,5,0,0,2,0,0,0,0,0,0,0,0,4,12
"Mills, B.",NO,5,0,0,1,0,0,0,1,0,0,0,0,4,12
"Rax, L.",NO,4,1,1,0,0,0,0,0,0,0,0,0,4,12
"Goodson, N.",NO,3,0,0,0,0,0,0,0,0,0,0,0,4,12
"Hornbacher, A.",NO,1,0,0,0,0,0,0,0,0,0,0,0,4,12
"Kuusela, G.",NO,1,0,0,0,0,0,0,0,0,0,0,0,4,12
"King, G.",NO,1,0,0,0,0,0,0,0,0,0,0,0,4,12
"Townsend, F.",NO,1,0,0,0,0,0,0,0,0,0,0,0,4,12
"Storm, B.",NO,0,0,0,0,0,0,0,0,1,0,0,0,4,12
"McBrain, S.",COL,8,0,0,0,0,0,0,0,0,0,0,0,4,12
"Ishigawa, H.",COL,8,0,0,0,0,0,0,0,0,0,0,0,4,12
"Montgomery, B.",COL,7,0,0,2,0,0,0,0,0,0,0,0,4,12
"Tillman, M.",COL,7,0,0,0,0,0,0,0,0,0,0,0,4,12
"Lejune, L.",COL,5,1,0,1,0,0,0,0,0,0,0,0,4,12
"Danger, D.",COL,4,0,0,0,0,0,0,1,0,0,0,0,4,12
"Miles, M.",COL,3,0,0,0,0,0,0,0,0,0,0,0,4,12
"Garrad, S.",COL,1,0,0,0,0,0,0,0,0,0,0,0,4,12
"Ludvig, O.",COL,1,0,0,0,0,0,0,0,0,0,0,0,4,12
"Pierno, N.",COL,1,0,0,0,0,0,0,0,0,0,0,0,4,12
"Bishop, J.",COL,0,0,0,0,0,0,0,0,1,0,0,0,4,12
"Wright, R.",COL,0,0,0,0,0,0,0,0,1,0,0,0,4,12
