Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Gore, B.",NO,7,35,5,8,1,4,12
"Fyodorovich, V.",NO,6,110,18.3,42,0,4,12
"Storm, B.",NO,6,79,13.2,25,2,4,12
"Halvorsen, T.",NO,6,68,11.3,21,0,4,12
"DiMirio, P.",NO,5,40,8,14,0,4,12
"Yobanna-Kanayochukwu, C.",NO,4,33,8.2,12,0,4,12
"Wachter, J.",COL,4,59,14.8,25,0,4,12
"Grau, M.",COL,4,39,9.8,13,0,4,12
"Miller, H.",COL,3,113,37.7,52,0,4,12
"Bishop, J.",COL,3,22,7.3,8,0,4,12
"Wright, R.",COL,2,19,9.5,13,0,4,12
"Chipmunk, A.",COL,1,5,5,5,0,4,12
"Strike, L.",COL,1,1,1,1,0,4,12
