Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Berry, M.",COL,10,0,1,2,0,0,0,1,0,0,0,0,7,18
"Lejune, L.",COL,8,0,0,1,0,0,0,1,0,0,0,0,7,18
"Gabagool, T.",COL,6,0,0,0,0,0,0,1,0,0,0,0,7,18
"Sinclair, Q.",COL,6,0,0,2,0,0,0,1,0,0,0,0,7,18
"Knurtsson, K.",COL,5,0,0,0,0,0,0,1,0,0,0,0,7,18
"Bacon, T.",COL,4,0,0,0,0,0,0,1,0,0,0,0,7,18
"Purchase, L.",COL,4,0,0,4,2,0,0,1,0,0,0,0,7,18
"Thumper, B.",COL,3,1,0,0,0,0,0,1,0,0,0,0,7,18
"Ocewilder, S.",COL,1,0,0,0,0,0,0,1,0,0,0,0,7,18
"Parker, P.",COL,1,0,0,1,1,0,0,1,0,0,0,0,7,18
"Acho, M.",BAL,10,0,0,0,0,0,0,1,0,0,0,0,7,18
"Green, W.",BAL,9,0,0,1,1,0,0,1,0,0,0,0,7,18
"Horne, B.",BAL,8,0,0,0,0,0,0,1,0,0,0,0,7,18
"Asipi III, A.",BAL,6,2,0,0,0,0,0,1,0,0,0,0,7,18
"Jimbo, D.",BAL,4,0,0,0,0,0,0,1,0,0,0,0,7,18
"Poopsie, D.",BAL,4,0,1,0,0,0,0,1,0,0,0,0,7,18
"Terim, F.",BAL,4,0,0,0,0,0,0,1,0,0,0,0,7,18
"Troyski, X.",BAL,4,0,0,0,0,0,0,1,0,0,0,0,7,18
"Baldari, F.",BAL,3,2,0,0,0,0,0,1,0,0,0,0,7,18
"Harris, B.",BAL,2,0,1,0,0,0,0,1,0,0,0,0,7,18
"Hobbs, J.",BAL,2,0,0,0,0,0,0,1,0,0,0,0,7,18
"Trevor, C.",BAL,0,0,0,0,0,0,0,1,0,0,0,0,7,18
