Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"A'Barelyanything, L.",AUS,1,5,4,0,13,19
"Larson, P.",AUS,1,1,3,0,13,19
"A'Little, L.",AUS,0,0,6,0,13,19
"A'Ton, L.",AUS,0,0,4,0,13,19
"Beaver-Dantes, E.",AUS,0,0,4,0,13,19
"A'Moderateamount, L.",AUS,0,0,3,0,13,19
"Mendonca, M.",AUS,0,0,1,1,13,19
"Blockit, I.",AUS,0,0,1,0,13,19
"Van Buren, M.",PHI,1,5,7,1,13,19
"Tyler, J.",PHI,1,5,4,0,13,19
"Arthur, C.",PHI,1,15,2,1,13,19
"Emoji, E.",PHI,1,15,0,0,13,19
"ILove, G.",PHI,1,5,0,0,13,19
"Hank, F.",PHI,0,0,7,1,13,19
"Fillmore, M.",PHI,0,0,3,0,13,19
"Dotson, F.",PHI,0,0,1,0,13,19
"Hayes, R.",PHI,0,0,1,0,13,19
"Torenson, S.",PHI,0,0,1,0,13,19
