Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Quaid, D.",YKW,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Grithead, D.",YKW,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Leonard, M.",YKW,6,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Virtanen, M.",YKW,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Hellzapoppin, J.",YKW,5,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Kroustis, G.",YKW,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Snuggles, J.",YKW,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Alexander, N.",YKW,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Jensen, C.",YKW,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Money, P.",YKW,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Cho, J.",YKW,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Stephens, W.",PHI,10,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Howyanow, W.",PHI,9,0,1,0/0,2,0,0,0,"[0, 0, 0]"
"McKinnie, L.",PHI,9,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"D'Attoria V, R.",PHI,7,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Booker, B.",PHI,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Gronlie, T.",PHI,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Suzuki, S.",PHI,5,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Cross, M.",PHI,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Eriksen, W.",PHI,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Gimmy, I.",PHI,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
