Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Uchiha, L.",BAL,12,0,1,0,0,0,0,0,2,0,0,0,5,20
"Vans, R.",BAL,11,0,0,0,0,0,0,0,2,0,0,0,5,20
"Troyski, X.",BAL,7,0,0,1,0,0,0,0,2,0,0,0,5,20
"Green, W.",BAL,6,0,0,0,0,0,0,0,2,0,0,0,5,20
"Baldari, F.",BAL,5,1,1,0,0,0,0,0,2,0,0,0,5,20
"Terim, F.",BAL,5,0,0,1,0,0,0,0,2,0,0,0,5,20
"Acho, M.",BAL,4,0,0,1,0,0,0,0,2,0,0,0,5,20
"Marston, J.",BAL,3,0,0,0,0,0,0,0,2,0,0,0,5,20
"Harris, B.",BAL,1,0,0,0,0,0,0,0,2,0,0,0,5,20
"Poopsie, D.",BAL,1,0,0,0,0,0,0,0,2,0,0,0,5,20
"Vassallo, S.",BAL,1,1,0,0,0,0,0,0,2,0,0,0,5,20
"Virtanen, M.",YKW,14,0,0,0,0,0,0,0,2,0,0,0,5,20
"Lewis, L.",YKW,8,0,1,0,0,0,0,0,2,0,0,0,5,20
"Grithead, D.",YKW,6,0,0,3,0,0,0,0,2,0,0,0,5,20
"Maulolo, C.",YKW,5,0,0,0,0,0,0,0,2,0,0,0,5,20
"Selich, A.",YKW,5,0,0,2,0,0,0,0,2,0,0,0,5,20
"Alexander, N.",YKW,4,1,1,0,0,0,0,0,2,0,0,0,5,20
"Snuggles, J.",YKW,4,0,0,1,0,0,0,0,2,0,0,0,5,20
"Kearse, J.",YKW,3,0,0,0,0,0,0,0,2,0,0,0,5,20
"Kroustis, G.",YKW,3,0,0,0,0,0,0,0,2,0,0,0,5,20
"Leonard, M.",YKW,2,0,0,0,0,0,0,0,2,0,0,0,5,20
"Smyles, L.",YKW,2,1,0,0,0,0,0,0,2,0,0,0,5,20
"Bigsby, C.",YKW,0,0,0,0,0,0,0,0,2,0,0,0,5,20
"Hanyadi, M.",YKW,0,0,0,0,0,0,0,0,2,0,0,0,5,20
