Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Marston, J.",BAL,2,10,0,0,5,20
"Bigby, L.",BAL,1,5,0,0,5,20
"Landers, B.",BAL,1,5,0,0,5,20
"Steele, R.",BAL,0,0,8,1,5,20
"Grey, S.",BAL,0,0,8,0,5,20
"Star, L.",BAL,0,0,3,0,5,20
"Diggler, D.",BAL,0,0,2,0,5,20
"Jeremy, R.",BAL,0,0,2,0,5,20
"Sauce, E.",BAL,0,0,1,0,5,20
"Hanyadi, M.",YKW,2,10,2,0,5,20
"Pooky, S.",YKW,1,10,1,0,5,20
"Drake, O.",YKW,1,10,0,1,5,20
"Kearse, J.",YKW,1,13,0,0,5,20
"Smyles, L.",YKW,1,5,0,0,5,20
"Mushing, M.",YKW,0,0,5,0,5,20
"Ones, B.",YKW,0,0,4,0,5,20
"Rchonsucks, A.",YKW,0,0,4,0,5,20
"Amper, T.",YKW,0,0,2,0,5,20
