Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Grievous, L.",OCO,8,0,3,1,0,0,0,1,1,0,0,0,6,19
"Schneider, D.",OCO,7,0,0,0,0,0,0,0,1,0,0,0,6,19
"Lazer-Eyes, G.",OCO,6,0,0,1,0,0,0,0,0,0,0,0,6,19
"Skarsgard, T.",OCO,5,0,1,0,0,0,0,0,0,0,0,0,6,19
"Storm, J.",OCO,4,0,0,0,0,0,0,1,0,0,0,0,6,19
"Abernathy, K.",OCO,2,0,0,1,0,0,0,0,0,0,0,0,6,19
"Biggums, T.",OCO,2,0,0,0,0,0,0,0,0,0,0,0,6,19
"Ginsberg, D.",OCO,2,0,0,0,0,0,0,0,0,0,0,0,6,19
"Lattimer, A.",OCO,2,0,0,3,1,0,0,0,0,0,0,0,6,19
"Lovote, M.",OCO,1,0,0,0,0,0,0,0,0,0,0,0,6,19
"Brackenridge, T.",SJS,10,1,0,0,0,0,0,0,0,0,0,0,6,19
"Staley, T.",SJS,7,0,0,0,0,0,0,0,0,0,0,0,6,19
"Tuck, J.",SJS,7,0,0,1,0,0,0,0,0,0,0,0,6,19
"Wozniak, J.",SJS,7,0,0,0,0,0,0,0,0,0,0,0,6,19
"Grimnir, O.",SJS,5,0,0,0,0,0,0,0,0,0,0,0,6,19
"Riposte, F.",SJS,5,0,1,0,0,0,0,0,0,0,0,0,6,19
"Burr-Kirven, J.",SJS,4,1,0,0,0,0,0,0,0,0,0,0,6,19
"Ennis, B.",SJS,4,0,0,0,0,0,0,0,0,0,0,0,6,19
"Rowland, A.",SJS,4,0,0,1,0,0,0,0,0,0,0,0,6,19
"Tuck, J.",SJS,4,2,1,0,0,0,0,0,0,0,0,0,6,19
"Deringer, K.",SJS,2,0,0,0,0,0,0,0,0,0,0,0,6,19
