Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Maddox, R.",YKW,12,96,8,18,0,14,2
"West, D.",YKW,7,78,11.1,24,0,14,2
"Cook, B.",YKW,6,76,12.7,23,0,14,2
"Garden, J.",YKW,4,108,27,34,2,14,2
"Burnsman, E.",YKW,3,29,9.7,15,0,14,2
"Nuck, B.",YKW,2,6,3,4,0,14,2
"Kennedy, E.",YKW,1,8,8,8,0,14,2
"Westfield, B.",OCO,5,107,21.4,36,1,14,2
"Phelps, R.",OCO,5,102,20.4,31,0,14,2
"Wright Jr, G.",OCO,4,22,5.5,9,0,14,2
"Jenkins, L.",OCO,3,12,4,8,0,14,2
"Willie, T.",OCO,2,15,7.5,9,0,14,2
"Bowers Jr, V.",OCO,1,3,3,3,0,14,2
