Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Portman, N.",OCO,1,10,2,0,10,7
"Burnsman, E.",OCO,1,5,0,2,10,7
"Atwell, T.",OCO,1,10,0,0,10,7
"Clegane, G.",OCO,1,15,0,0,10,7
"Enchant, E.",OCO,1,5,0,0,10,7
"Jones, F.",OCO,0,0,4,1,10,7
"Ridley, D.",OCO,0,0,3,0,10,7
"Fisher, C.",OCO,0,0,2,0,10,7
"O'Sullivan, S.",OCO,0,0,2,0,10,7
"Clarke, E.",OCO,0,0,1,0,10,7
"Rainey, R.",YKW,2,20,0,0,10,7
"Amper, T.",YKW,1,5,5,0,10,7
"Akselsen, M.",YKW,1,5,0,0,10,7
"Cook, B.",YKW,1,14,0,0,10,7
"Kane, M.",YKW,1,5,0,0,10,7
"Maddox, R.",YKW,1,7,0,0,10,7
"Tiernan, L.",YKW,1,15,0,0,10,7
"Tweed, B.",YKW,1,15,0,0,10,7
"Rchon, A.",YKW,0,0,8,0,10,7
"Pooky, S.",YKW,0,0,6,0,10,7
"Ones, B.",YKW,0,0,4,1,10,7
"McPoyal, G.",YKW,0,0,4,0,10,7
"Harris Jr., F.",YKW,0,0,3,0,10,7
"Mushing, M.",YKW,0,0,3,0,10,7
