Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Clay, J.",HON,1,15,0,0,9,23
"Kackpoo, H.",HON,1,3,0,0,9,23
"Keiki-KÄne, M.",HON,1,15,0,0,9,23
"Blake, D.",HON,0,0,9,0,9,23
"Jones, F.",HON,0,0,6,0,9,23
"Doo, S.",HON,0,0,4,2,9,23
"Rogers, S.",HON,0,0,4,0,9,23
"Dinkley, V.",HON,0,0,2,0,9,23
"Ruff, R.",HON,0,0,1,0,9,23
"Tackle, L.",COL,2,20,3,0,9,23
"Guard, L.",COL,1,15,2,0,9,23
"Sanchez, I.",COL,1,15,0,0,9,23
"Centre, S.",COL,0,0,5,0,9,23
"Thruster, D.",COL,0,0,2,1,9,23
"Guard, R.",COL,0,0,2,0,9,23
"Sauce, E.",COL,0,0,2,0,9,23
"Gilbert, R.",COL,0,0,1,0,9,23
