Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Waddams, M.",OCO,2,10,3,0,13,12
"Sierra, R.",OCO,1,5,0,0,13,12
"Lumburgh, B.",OCO,0,0,6,0,13,12
"Gibbons, P.",OCO,0,0,4,0,13,12
"Nagheenanajar, S.",OCO,0,0,4,0,13,12
"Zephyrous, S.",OCO,0,0,3,1,13,12
"Bolton, M.",OCO,0,0,3,0,13,12
"Adams, R.",OCO,0,0,0,1,13,12
"Ones, B.",YKW,1,5,6,0,13,12
"Pooky, S.",YKW,1,5,5,0,13,12
"Wizardry, D.",YKW,1,9,0,0,13,12
"Foster, W.",YKW,1,5,0,0,13,12
"Parker, J.",YKW,1,5,0,0,13,12
"Waiters, A.",YKW,1,5,0,0,13,12
"Rchon, A.",YKW,0,0,4,1,13,12
"Mushing, M.",YKW,0,0,4,0,13,12
"Amper, T.",YKW,0,0,2,0,13,12
"Carrasco, T.",YKW,0,0,1,0,13,12
