Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Bly Jr., A.",COL,10,0,0,1,0,0,0,0,0,0,0,0,1,7
"Tillman, M.",COL,8,0,0,2,1,0,0,0,0,0,0,0,1,7
"Ishigawa, H.",COL,6,1,2,0,0,0,0,0,0,0,0,0,1,7
"Saint, J.",COL,5,0,0,1,0,0,0,0,0,0,0,0,1,7
"Danger, D.",COL,4,0,0,1,0,0,0,0,0,0,0,0,1,7
"Anderson, R.",COL,4,0,0,0,0,0,0,0,0,0,0,0,1,7
"Pierno, N.",COL,3,1,2,0,0,1,0,0,0,0,0,0,1,7
"Ruckus, B.",COL,3,0,1,0,0,0,0,0,0,0,0,0,1,7
"Sandoval, A.",COL,2,0,1,0,0,0,0,0,0,0,0,0,1,7
"LeFevre, R.",COL,1,0,0,0,0,0,0,0,0,0,0,0,1,7
"Sandoval, R.",COL,1,1,0,0,0,0,0,0,0,0,0,0,1,7
"Ridley, W.",YKW,7,0,3,1,1,0,0,0,0,0,0,0,1,7
"Carter, P.",YKW,5,0,0,0,0,0,0,0,0,0,0,0,1,7
"Tuck, J.",YKW,5,1,2,0,0,0,0,0,0,0,0,0,1,7
"Tweed, B.",YKW,5,0,0,0,0,0,0,0,0,0,0,0,1,7
"Hardrool, C.",YKW,4,0,1,0,0,0,0,0,0,0,0,0,1,7
"Kane, M.",YKW,4,0,1,0,0,0,0,0,0,0,0,0,1,7
"Maddox, R.",YKW,3,0,1,0,0,0,0,0,0,0,0,0,1,7
"Taylor, C.",YKW,3,0,1,0,0,0,0,0,0,0,0,0,1,7
"Lavelle, D.",YKW,1,0,0,1,1,0,0,0,0,0,0,0,1,7
"Medved, E.",YKW,1,0,0,0,0,0,0,0,0,0,0,0,1,7
"Tiernan, L.",YKW,1,0,0,2,0,0,0,0,0,0,0,0,1,7
