Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Hanyadi, M.",YKW,7,42,6,10,1,10,23
"Rodriguez, B.",YKW,4,87,21.8,57,0,10,23
"Jackson, A.",YKW,4,44,11,16,0,10,23
"Swift, N.",YKW,3,17,5.7,9,1,10,23
"Hardagain, W.",YKW,2,54,27,44,0,10,23
"Skyline, A.",YKW,2,7,3.5,6,0,10,23
"Lee, M.",YKW,1,13,13,13,0,10,23
"Alexander, W.",HON,5,76,15.2,28,1,10,23
"Ruff, R.",HON,4,39,9.8,13,0,10,23
"Podolak, J.",HON,3,62,20.7,40,0,10,23
"Kane-Maika'i, K.",HON,3,25,8.3,16,0,10,23
"Z, D.",HON,1,12,12,12,0,10,23
"Clay, J.",HON,1,7,7,7,0,10,23
