Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Beck, C.",SJS,6,0,0,0,0,0,0,0,0,0,0,0,5,20
"Brackenridge, T.",SJS,5,0,1,0,0,0,0,0,0,0,0,0,5,20
"Deringer, K.",SJS,5,0,1,0,0,0,0,0,0,0,0,0,5,20
"Tuck, J.",SJS,5,0,0,1,1,0,0,0,0,0,0,0,5,20
"Wozniak, J.",SJS,5,0,0,0,0,0,0,0,0,0,0,0,5,20
"Scarlett, D.",SJS,4,0,0,0,0,0,0,0,0,0,0,0,5,20
"Riposte, F.",SJS,3,0,2,0,0,0,0,0,0,0,0,0,5,20
"Burr-Kirven, J.",SJS,2,0,0,0,0,0,0,0,0,0,0,0,5,20
"Ennis, B.",SJS,2,0,1,0,0,0,0,0,0,0,0,0,5,20
"Staley, T.",SJS,2,0,0,0,0,0,0,0,0,0,0,0,5,20
"Wright, D.",SJS,0,0,0,0,0,0,0,0,0,0,0,0,5,20
"Schneider, D.",CHI,14,0,0,1,1,0,0,0,0,0,0,0,5,20
"Rowland, A.",CHI,10,0,0,0,0,0,0,0,0,0,0,0,5,20
"Hockhertz, M.",CHI,7,0,0,0,0,0,0,0,0,0,0,0,5,20
"Rambo, J.",CHI,6,0,0,0,0,0,0,0,0,0,0,0,5,20
"Castle, S.",CHI,5,0,0,1,0,0,0,0,0,0,0,0,5,20
"Nikko, G.",CHI,5,1,0,0,0,0,0,0,0,0,0,0,5,20
"Mack, M.",CHI,4,0,0,0,0,0,0,0,0,0,0,0,5,20
"Saul, C.",CHI,4,0,0,0,0,0,0,0,0,0,0,0,5,20
"Beat, N.",CHI,3,0,0,0,0,0,0,0,0,0,0,0,5,20
"Snider, N.",CHI,2,1,0,0,0,0,0,0,0,0,0,0,5,20
"Leaf Jr., R.",CHI,1,0,0,0,0,0,0,0,0,0,0,0,5,20
