Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Hardshaft, R.",PHI,2,14,0,0,5,17
"Hayes, R.",PHI,1,15,6,0,5,17
"Van Buren, M.",PHI,1,5,2,0,5,17
"Jones, V.",PHI,1,4,0,0,5,17
"McGwire, A.",PHI,1,15,0,0,5,17
"Stokeley, G.",PHI,1,15,0,0,5,17
"Arthur, C.",PHI,0,0,3,0,5,17
"Fillmore, M.",PHI,0,0,3,0,5,17
"Tyler, J.",PHI,0,0,3,0,5,17
"Hank, F.",PHI,0,0,1,0,5,17
"Tackle, L.",COL,1,5,5,1,5,17
"Centre, S.",COL,1,10,2,0,5,17
"Cox, P.",COL,1,5,0,0,5,17
"McDummy, W.",COL,1,5,0,0,5,17
"Pennington, B.",COL,1,5,0,0,5,17
"Sachs, J.",COL,1,15,0,0,5,17
"Guard, R.",COL,0,0,8,0,5,17
"Guard, L.",COL,0,0,7,0,5,17
"Tackle, R.",COL,0,0,2,1,5,17
"Palmer, J.",COL,0,0,2,0,5,17
"Taffy, T.",COL,0,0,2,0,5,17
