Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Smirh, J.",CHI,2,12,0,0,3,24
"LaFleur, F.",CHI,1,5,4,0,3,24
"Tirtawidjaja, J.",CHI,1,5,2,0,3,24
"Works, S.",CHI,1,5,0,0,3,24
"Bayley Jr., B.",CHI,0,0,5,0,3,24
"Lesnar, B.",CHI,0,0,3,1,3,24
"Ahstreet, C.",CHI,0,0,3,0,3,24
"Hayes, V.",CHI,0,0,3,0,3,24
"Gelbman, T.",CHI,0,0,2,0,3,24
"Yoda, B.",CHI,0,0,2,0,3,24
"Tucker Jr., P.",CHI,0,0,1,0,3,24
"Forty-Two, L.",YKW,1,5,9,0,3,24
"Dookmarriot, L.",YKW,1,5,0,0,3,24
"Hanyadi, M.",YKW,1,5,0,0,3,24
"Jackson, A.",YKW,1,5,0,0,3,24
"Amper, T.",YKW,0,0,4,0,3,24
"Pooky, S.",YKW,0,0,3,0,3,24
"Ones, B.",YKW,0,0,2,0,3,24
"Rchonsucks, A.",YKW,0,0,2,0,3,24
"Rechs, Z.",YKW,0,0,1,0,3,24
