Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Biggums, T.",OCO,11,0,1,0/0,1,1,0,1,0/0/0,0,0,0,0,14,25
"Joestar, J.",OCO,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Bob, B.",OCO,7,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Beerus, L.",OCO,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Eagle, R.",OCO,3,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Tank, G.",OCO,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Vegeta, P.",OCO,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Boucher, B.",OCO,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Jones, D.",OCO,2,0,2,0/0,2,0,0,0,0/0/0,0,0,0,0,14,25
"Wheezer, C.",OCO,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Abernathy, K.",OCO,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Deck, I.",OCO,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Iridian, G.",OCO,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"QuakStak, D.",NY,10,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Kirkby, T.",NY,7,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Winchester, H.",NY,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Banks, J.",NY,6,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"McGullager, T.",NY,6,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,14,25
"Roberts, B.",NY,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Kearse, J.",NY,4,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Andrews, J.",NY,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Ocewilder, S.",NY,3,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Thumper, B.",NY,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"McTackle, R.",NY,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
