Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Verns, D.",OCO,11,1,1,1,0,0,0,0,0,0,0,0,6,3
"Bavitz, I.",OCO,6,0,1,1,0,0,0,0,0,0,0,0,6,3
"Kronen, R.",OCO,6,0,0,0,0,0,0,0,0,0,0,0,6,3
"Spector, M.",OCO,6,0,0,2,0,0,0,0,0,0,0,0,6,3
"Tomlinson, A.",OCO,6,2,0,0,0,0,0,0,0,0,0,0,6,3
"Boom, J.",OCO,5,1,1,0,0,0,0,0,0,0,0,0,6,3
"O'Sullivan, J.",OCO,5,0,0,1,0,0,0,0,0,0,0,0,6,3
"Petrakis, A.",OCO,5,0,0,0,0,0,0,0,0,0,0,0,6,3
"Cox, J.",OCO,2,0,0,0,0,0,0,0,0,0,0,0,6,3
"King, J.",OCO,1,0,0,0,0,0,0,0,0,0,0,0,6,3
"Reigns, J.",OCO,1,0,1,0,0,0,0,0,0,0,0,0,6,3
"Maddox, S.",LV,9,0,0,1,0,0,0,0,0,0,0,0,6,3
"Speed, D.",LV,6,0,0,0,0,0,0,0,0,0,0,0,6,3
"Blade, B.",LV,4,1,0,0,0,0,0,0,0,0,0,0,6,3
"Morgan, L.",LV,4,0,0,0,0,0,0,0,0,0,0,0,6,3
"Stropko, B.",LV,4,0,0,1,0,0,0,0,0,0,0,0,6,3
"Varga, T.",LV,4,1,0,0,0,0,0,0,0,0,0,0,6,3
"Cox, V.",LV,3,0,1,0,0,0,0,0,0,0,0,0,6,3
"Flimjollywop, S.",LV,3,0,0,0,0,0,0,0,0,0,0,0,6,3
"Lockkeu, V.",LV,2,0,0,0,0,0,0,0,0,0,0,0,6,3
"Shoate, T.",LV,2,0,0,0,0,0,0,0,0,0,0,0,6,3
"Grant, T.",LV,1,0,0,0,0,0,0,0,0,0,0,0,6,3
"Lecavalier, R.",LV,1,0,0,0,0,0,0,0,0,0,0,0,6,3
"Saginaw, A.",LV,1,0,0,0,0,0,0,0,0,0,0,0,6,3
