Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Hackett, A.",PHI,9,0,1,0,0,0,0,0,0,0,0,0,11,5
"Hendrix, M.",PHI,6,0,1,2,0,0,0,0,0,0,0,0,11,5
"Lee, J.",PHI,6,2,0,0,0,0,0,0,0,0,0,0,11,5
"Kamaka, E.",PHI,5,0,0,0,0,0,0,0,0,0,0,0,11,5
"King, G.",PHI,5,0,0,0,0,0,0,0,0,0,0,0,11,5
"Oles, T.",PHI,5,0,0,1,0,0,0,0,0,0,0,0,11,5
"Marmeladov, V.",PHI,4,0,1,2,2,0,0,0,0,0,0,0,11,5
"Flock, R.",PHI,3,0,0,0,0,0,0,0,0,0,0,0,11,5
"Bot, B.",PHI,2,1,0,0,0,0,0,0,0,0,0,0,11,5
"Cushing, K.",PHI,2,0,0,1,0,0,0,0,0,0,0,0,11,5
"Davidson, D.",PHI,2,0,0,0,0,0,0,0,0,0,0,0,11,5
"Ishigawa, H.",COL,11,0,0,0,0,0,0,0,0,0,0,0,11,5
"Bly Jr., A.",COL,6,0,0,2,1,0,0,0,0,0,0,0,11,5
"Krimlaw, A.",COL,6,0,0,0,0,0,0,0,0,0,0,0,11,5
"Saint, J.",COL,6,1,0,1,0,0,0,0,0,0,0,0,11,5
"Novel, L.",COL,5,0,0,0,0,0,0,0,0,0,0,0,11,5
"Tillman, M.",COL,5,0,1,0,0,0,0,0,0,0,0,0,11,5
"Boggs, B.",COL,4,0,0,0,0,0,0,0,0,0,0,0,11,5
"Erikson, V.",COL,3,0,0,0,0,0,0,0,0,0,0,0,11,5
"Sandoval, R.",COL,2,0,0,0,0,0,0,0,0,0,0,0,11,5
"Gustavsson, E.",COL,1,0,0,0,0,0,0,0,0,0,0,0,11,5
"Sandoval, A.",COL,1,0,1,0,0,0,0,0,0,0,0,0,11,5
