Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Robotman, C.",AZ,1,10,2,0,12,9
"Mackworthy, R.",AZ,1,5,1,0,12,9
"Barnes, B.",AZ,1,15,0,0,12,9
"Floggity, J.",AZ,1,9,0,0,12,9
"Robotman, A.",AZ,0,0,4,1,12,9
"Robotman, E.",AZ,0,0,4,1,12,9
"Crindy, B.",AZ,0,0,4,0,12,9
"Robotman, B.",AZ,0,0,4,0,12,9
"Robotman, D.",AZ,0,0,4,0,12,9
"Sharpei, V.",NO,2,10,0,0,12,9
"Ruffins, K.",NO,1,12,2,0,12,9
"DiMirio, P.",NO,1,5,1,0,12,9
"Maximus III, B.",NO,1,5,0,0,12,9
"Ory, K.",NO,0,0,6,0,12,9
"Savea, A.",NO,0,0,3,0,12,9
"Armstrong, L.",NO,0,0,2,1,12,9
"Roll, J.",NO,0,0,2,1,12,9
