Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Pooky, S.",YKW,1,10,3,0,9,21
"Grithead, D.",YKW,1,10,0,0,9,21
"Maulolo, C.",YKW,1,5,0,0,9,21
"Amper, T.",YKW,0,0,4,0,9,21
"Mushing, M.",YKW,0,0,4,0,9,21
"Ones, B.",YKW,0,0,3,1,9,21
"Drake, O.",YKW,0,0,2,0,9,21
"Hanyadi, M.",YKW,0,0,1,0,9,21
"Rchonsucks, A.",YKW,0,0,1,0,9,21
"Tackle, L.",COL,1,15,6,0,9,21
"Vincent, M.",COL,1,10,2,1,9,21
"Smirh, J.",COL,1,10,0,0,9,21
"Guard, L.",COL,0,0,8,0,9,21
"Tackle, R.",COL,0,0,5,0,9,21
"Guard, R.",COL,0,0,4,0,9,21
"Centre, S.",COL,0,0,3,0,9,21
"Owens, A.",COL,0,0,3,0,9,21
"Sauce, E.",COL,0,0,3,0,9,21
