Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Brown, M.",OCO,13,2,1,0/0,2,0,0,0,"[0, 0, 0]"
"Ramero, R.",OCO,11,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Grithead, D.",OCO,8,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bly Jr., A.",OCO,5,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Rice, J.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Broxton, J.",OCO,3,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Spector, M.",OCO,3,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Bagwell, N.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Salami, T.",OCO,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Skarsgard, T.",OCO,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Mills, B.",COL,9,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Oakes, B.",COL,8,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Danger, D.",COL,7,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Montgomery, B.",COL,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ishigawa, H.",COL,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Tillman, M.",COL,3,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Wrong, O.",COL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hornbacher, A.",COL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lejune, L.",COL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sachs, J.",COL,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Marrett, O.",COL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
