Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Stokeley, G.",CHI,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lewis, L.",CHI,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rambo, J.",CHI,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ridley, X.",CHI,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Poopsie, D.",CHI,4,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Faux, B.",CHI,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Foster, W.",CHI,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Mbanefo, K.",CHI,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Nikko, G.",CHI,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Hondo, A.",CHI,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Saul, C.",CHI,2,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Horne, B.",BAL,11,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Roenick, A.",BAL,11,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Asipi III, A.",BAL,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hornbacher, A.",BAL,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Terim, F.",BAL,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Troyski, X.",BAL,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Acho, M.",BAL,3,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Clark, T.",BAL,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Oats, S.",BAL,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Green, W.",BAL,2,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Hobbs, J.",BAL,2,1,0,0/0,0,0,0,0,"[0, 0, 1]"
"Trout, C.",BAL,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
