Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Tuck Jr., T.",SJS,1,10,1,0,10,8
"Diaz, D.",SJS,1,10,0,0,10,8
"McKoutchie, M.",SJS,0,0,5,0,10,8
"Jahelpme, H.",SJS,0,0,3,1,10,8
"Rucker, F.",SJS,0,0,2,1,10,8
"Probincrux III, D.",SJS,0,0,2,0,10,8
"Tacktheritrix, J.",SJS,0,0,2,0,10,8
"O'Sullivan, S.",COL,1,5,5,0,10,8
"Down, D.",COL,1,5,4,2,10,8
"Wagner, R.",COL,1,15,1,1,10,8
"Tillman, M.",COL,1,12,0,0,10,8
"Windchesthair, A.",COL,0,0,7,0,10,8
"Knuckler, B.",COL,0,0,4,1,10,8
"Vibrations, F.",COL,0,0,4,0,10,8
"Ass, H.",COL,0,0,1,0,10,8
"Joyce, S.",COL,0,0,1,0,10,8
"Kroetch, D.",COL,0,0,0,1,10,8
