Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Bayley, B.",SJS,7,0,0,3,1,0,0,0,0,0,0,0,3,8
"Horne, B.",SJS,5,1,0,1,0,0,0,0,0,0,0,0,3,8
"Brill, J.",SJS,4,0,0,0,0,0,0,0,0,0,0,0,3,8
"Hansen, A.",SJS,4,0,0,0,0,0,0,0,0,0,0,0,3,8
"Canton, J.",SJS,3,0,0,1,0,0,0,0,0,0,0,0,3,8
"Chambers III, C.",SJS,3,0,0,0,0,0,0,0,0,0,0,0,3,8
"Harrison, S.",SJS,3,0,1,0,0,0,0,0,0,0,0,0,3,8
"Joshua, C.",SJS,2,2,0,0,0,0,0,0,0,0,0,0,3,8
"Washington, L.",SJS,2,0,2,0,0,0,0,0,0,0,0,0,3,8
"David, M.",SJS,1,0,1,0,0,0,0,0,0,0,0,0,3,8
"Lewith, T.",SJS,1,0,0,0,0,0,0,0,0,0,0,0,3,8
"Okonkwo, C.",SJS,1,0,0,0,0,0,0,0,0,0,0,0,3,8
"Tucker, P.",PHI,8,0,0,0,0,0,0,0,0,0,0,0,3,8
"Davidson, D.",PHI,7,2,2,0,0,0,0,0,0,0,0,0,3,8
"Hayden, A.",PHI,7,0,0,4,1,0,0,0,0,0,0,0,3,8
"Lee, J.",PHI,7,0,1,0,0,0,0,0,0,0,0,0,3,8
"Flock, R.",PHI,5,0,0,1,0,0,0,0,0,0,0,0,3,8
"Kamaka, E.",PHI,5,1,0,0,0,0,0,0,0,0,0,0,3,8
"Marmeladov, V.",PHI,5,1,0,1,1,0,0,0,0,0,0,0,3,8
"Hendrix, M.",PHI,4,1,0,2,0,0,0,0,0,0,0,0,3,8
"Rove, C.",PHI,4,0,0,2,2,0,0,0,0,0,0,0,3,8
"Bagwell, N.",PHI,2,2,0,0,0,0,0,0,0,0,0,0,3,8
"King, G.",PHI,2,0,0,0,0,0,0,0,0,0,0,0,3,8
