Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Valdyr, M.",YKW,8,0,0,0,0,0,0,0,0,0,0,0,15,24
"Leonard, M.",YKW,7,0,0,1,0,0,0,0,0,0,0,0,15,24
"Dookmarriot, L.",YKW,5,1,0,0,0,0,0,0,0,0,0,0,15,24
"Money, P.",YKW,5,0,1,0,0,0,0,0,0,0,0,0,15,24
"Virtanen, M.",YKW,4,0,0,0,0,0,0,0,0,0,0,0,15,24
"Alexander, N.",YKW,3,1,0,0,0,0,0,0,0,0,0,0,15,24
"Cho, J.",YKW,3,1,0,0,0,0,0,0,0,0,0,0,15,24
"Hellzapoppin, J.",YKW,3,0,0,1,0,0,0,0,0,0,0,0,15,24
"Quaid, D.",YKW,3,0,0,2,0,0,0,0,0,0,0,0,15,24
"Snuggles, J.",YKW,1,0,0,2,0,0,0,0,0,0,0,0,15,24
"Nkiah, J.",SAR,12,0,0,1,0,0,0,0,0,0,0,0,15,24
"Adams, X.",SAR,6,0,0,0,0,0,0,0,0,0,0,0,15,24
"Dillmiballs, F.",SAR,5,0,0,0,0,0,0,0,0,0,0,0,15,24
"Karpaasi, M.",SAR,5,2,0,0,0,0,0,0,0,0,0,0,15,24
"Knight, L.",SAR,5,0,0,2,1,0,0,0,0,0,0,0,15,24
"Clemente, C.",SAR,4,1,0,0,0,0,0,0,0,0,0,0,15,24
"Mango-Panda, H.",SAR,4,0,0,3,1,0,0,0,0,0,0,0,15,24
"Edd, B.",SAR,3,0,1,0,0,0,0,0,0,0,0,0,15,24
"Goku, S.",SAR,3,2,0,0,0,0,0,0,0,0,0,0,15,24
"Beat, N.",SAR,2,0,0,0,0,0,0,0,0,0,0,0,15,24
"Richards, E.",SAR,2,0,0,0,0,0,0,0,0,0,0,0,15,24
"Smart, M.",SAR,1,0,0,0,0,0,0,0,0,0,0,0,15,24
