Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Vincent, M.",BAL,7,101,14.4,24,0,6,2
"Sanderson, J.",BAL,5,19,3.8,6,0,6,2
"Christmas, C.",BAL,4,94,23.5,47,0,6,2
"Baker, J.",BAL,4,31,7.8,13,1,6,2
"Gibson, C.",BAL,2,10,5,7,0,6,2
"Farlane, D.",BAL,1,27,27,27,0,6,2
"Shaloiko, J.",BAL,1,8,8,8,0,6,2
"Robinson, M.",BAL,1,4,4,4,0,6,2
"LeClair, A.",LV,3,46,15.3,25,0,6,2
"Rocket, J.",LV,3,28,9.3,17,0,6,2
"Tenzini, G.",LV,3,18,6,8,0,6,2
"Stormblessed, N.",LV,2,28,14,23,1,6,2
"Larsendorf, R.",LV,2,7,3.5,4,0,6,2
"Cobb, K.",LV,2,0,0,1,0,6,2
"Lecavalier, R.",LV,1,17,17,17,0,6,2
