Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Pennington, C.",SJS,8,0,0,0,0,0,0,0,0,0,0,0,2,13
"Poopsie, D.",SJS,7,0,0,1,0,0,0,0,0,0,0,0,2,13
"Staley, T.",SJS,7,0,1,0,0,0,0,0,0,0,0,0,2,13
"Deringer, K.",SJS,6,1,0,0,0,0,0,0,0,0,0,0,2,13
"Troyski, X.",SJS,5,0,0,0,0,0,0,0,0,0,0,0,2,13
"Tuck, J.",SJS,5,0,1,0,0,0,0,0,0,0,0,0,2,13
"Pennington, T.",SJS,4,0,0,0,0,0,0,0,0,0,0,0,2,13
"Tuck, J.",SJS,4,0,0,1,0,0,0,0,0,0,0,0,2,13
"Horne, B.",SJS,3,0,1,0,0,0,0,0,0,0,0,0,2,13
"Methane, D.",SJS,3,1,0,0,0,0,0,0,0,0,0,0,2,13
"Riposte, F.",SJS,3,0,0,0,0,0,0,0,0,0,0,0,2,13
"Keita, T.",NO,8,0,0,1,1,0,1,0,0,0,0,0,2,13
"O'Sullivan, J.",NO,8,1,0,1,0,0,0,0,0,0,0,0,2,13
"Marchand, J.",NO,6,0,0,3,1,0,0,0,0,0,0,0,2,13
"Harrison, W.",NO,4,0,0,0,0,0,0,0,0,0,0,0,2,13
"Schneider, D.",NO,4,0,0,2,0,0,0,0,0,0,0,0,2,13
"Beau-Boucher, B.",NO,3,0,1,0,0,0,0,0,0,0,0,0,2,13
"Rax, L.",NO,3,0,0,0,0,0,0,0,0,0,0,0,2,13
"Kuusela, G.",NO,2,0,1,0,0,0,0,0,0,0,0,0,2,13
"Ramsey Jr., G.",NO,2,0,0,0,0,0,0,0,0,0,0,0,2,13
"Townsend, F.",NO,2,0,0,0,0,0,0,0,0,0,0,0,2,13
