Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Bishop, J.",COL,6,113,18.8,31,0,10,22
"Owens, A.",COL,5,50,10,22,2,10,22
"Lim, W.",COL,4,66,16.5,40,0,10,22
"Arrow, R.",COL,2,19,9.5,12,0,10,22
"Vincent, M.",COL,2,5,2.5,6,0,10,22
"Sauce, E.",COL,1,14,14,14,0,10,22
"Robertowski, G.",COL,1,10,10,10,0,10,22
"Dropson, J.",COL,1,5,5,5,0,10,22
"Varga, N.",PHI,4,69,17.2,22,1,10,22
"Vuxta, R.",PHI,3,67,22.3,32,1,10,22
"Panda, F.",PHI,3,28,9.3,14,0,10,22
"Dotson, F.",PHI,3,15,5,6,0,10,22
"Torenson, S.",PHI,2,7,3.5,4,0,10,22
