Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Evans, H.",AZ,9,105,11.7,25,1,15,25
"Donut, S.",AZ,6,67,11.2,23,0,15,25
"Passmann, T.",AZ,4,61,15.2,20,1,15,25
"Raimon, T.",AZ,2,25,12.5,17,0,15,25
"Raccoon, R.",AZ,2,12,6,10,0,15,25
"Thorbjornsson, G.",AZ,2,10,5,7,0,15,25
"Hanyadi, M.",AZ,1,6,6,6,0,15,25
"Barker, E.",NO,8,102,12.8,32,0,15,25
"Bodenhamer, B.",NO,4,44,11,16,1,15,25
"Toriki, M.",NO,3,44,14.7,34,0,15,25
"McCormick, A.",NO,3,23,7.7,15,0,15,25
"Wolfcastle, R.",NO,2,8,4,4,0,15,25
"Gump, F.",NO,2,7,3.5,6,0,15,25
"Spencer, A.",NO,1,7,7,7,0,15,25
